HAT_KODU,DURAK_ID,BINIS_SAYISI
20821,50052,15
20821,50053,1
20821,50054,3
20821,50056,1
20821,50057,9
20821,50058,3
20821,50059,10
20821,50060,7
20821,50061,7
20821,50062,12
20821,50063,2
20821,50064,30
20821,50065,2
20821,50066,22
20821,50067,3
20821,50068,25
20821,50069,8
20821,50070,26
20821,50071,5
20821,50072,23
20821,50073,4
20821,50074,7
20821,50075,2
20821,50076,5
20821,50079,4
20821,50080,11
20821,50081,25
20821,50084,81
20821,50094,16
20821,50096,5
20821,50098,38
20821,50124,7
20821,50327,9
20821,50328,12
20821,50329,1
20821,50330,19
20821,50331,1
20821,50332,3
20821,50333,2
20821,50334,4
20821,50335,3
20821,50336,28
20821,50337,3
20821,50338,22
20821,50345,11
20821,50347,4
20821,50348,36
20821,50349,2
20821,50350,12
20821,50356,15
20821,50357,5
20821,50362,61
20821,50364,13
20821,50365,5
20821,50366,11
20821,50367,3
20821,50368,19
20821,50369,4
20821,50370,2
20821,50371,123
20821,50372,10
20821,50379,13
20821,50382,1
20821,50383,1
20821,50524,4
20821,50525,51
20821,50898,1072
20821,99999,119
20841,10091,39
20841,10121,1
20841,10211,50
20841,10224,1
20841,10226,3
20841,10228,10
20841,10231,6
20841,10233,8
20841,10246,6
20841,10247,14
20841,12266,10
20841,12287,2
20841,12288,32
20841,12289,1
20841,12290,22
20841,12376,4
20841,12378,17
20841,12379,1
20841,12380,11
20841,12382,4
20841,12384,2
20841,12386,15
20841,12437,9
20841,12452,4
20841,12454,21
20841,12455,1
20841,12456,5
20841,12458,2
20841,12488,2
20841,12490,5
20841,12492,3
20841,12494,4
20841,12496,8
20841,12498,24
20841,12501,34
20841,13098,3
20841,99999,104
20871,10091,474
20871,10211,686
20871,10224,18
20871,10226,17
20871,10228,35
20871,10231,29
20871,10233,79
20871,10247,114
20871,10253,4
20871,10611,580
20871,12209,11
20871,12210,74
20871,12211,29
20871,12212,181
20871,12214,347
20871,12215,31
20871,12216,139
20871,12266,88
20871,12287,128
20871,12288,147
20871,12290,80
20871,12291,149
20871,12292,51
20871,12293,53
20871,12294,38
20871,12437,80
20871,12508,93
20871,12509,68
20871,12510,41
20871,12511,48
20871,12512,20
20871,12513,1
20871,12514,73
20871,12515,6
20871,12516,175
20871,12517,2
20871,12518,176
20871,12519,1
20871,12520,45
20871,12521,2
20871,12522,224
20871,12524,105
20871,12529,204
20871,99999,815
20881,10093,462
20881,10121,1
20881,10211,783
20881,10224,10
20881,10226,15
20881,10227,2
20881,10228,16
20881,10231,58
20881,12058,121
20881,12061,173
20881,12062,88
20881,12063,81
20881,12199,76
20881,12200,89
20881,12201,52
20881,12202,75
20881,12203,51
20881,12204,182
20881,12205,8
20881,12206,78
20881,12207,20
20881,12208,148
20881,12209,17
20881,12210,54
20881,12211,30
20881,12212,111
20881,12214,187
20881,12619,29
20881,12620,14
20881,12621,6
20881,12646,93
20881,12648,47
20881,12649,1
20881,12650,57
20881,12651,4
20881,12652,14
20881,12653,3
20881,12654,72
20881,12655,6
20881,12656,29
20881,12670,51
20881,12672,37
20881,12674,29
20881,12676,61
20881,12677,1
20881,12738,40
20881,12740,20
20881,12742,26
20881,99999,269
20891,10090,51
20891,10211,77
20891,10226,4
20891,10227,6
20891,10228,3
20891,10231,7
20891,10235,2
20891,12058,27
20891,12061,16
20891,12062,20
20891,12063,6
20891,12199,4
20891,12200,29
20891,12201,1
20891,12202,15
20891,12544,25
20891,12546,32
20891,12548,50
20891,12549,1
20891,12550,14
20891,12554,19
20891,12555,34
20891,12562,27
20891,99999,97
20901,10213,1082
20901,10224,301
20901,10226,47
20901,10228,74
20901,10233,121
20901,10321,228
20901,10322,425
20901,10323,42
20901,10325,30
20901,10326,232
20901,10329,90
20901,10332,174
20901,10333,71
20901,10336,725
20901,10338,263
20901,10415,54
20901,10422,319
20901,10426,12
20901,10428,19
20901,10430,75
20901,10441,10
20901,10443,6
20901,10445,14
20901,10447,158
20901,10460,307
20901,10617,451
20901,10618,58
20901,10625,34
20901,10626,74
20901,10628,185
20901,10629,109
20901,10630,154
20901,10631,80
20901,10632,1
20901,10633,119
20901,10634,260
20901,10635,106
20901,10636,179
20901,10637,6
20901,10638,27
20901,10639,102
20901,10640,230
20901,10641,7
20901,10642,4
20901,10651,2
20901,10652,20
20901,10656,97
20901,10657,78
20901,10660,4
20901,10661,37
20901,10662,13
20901,10663,11
20901,10664,293
20901,10665,14
20901,12057,412
20901,12058,256
20901,12062,215
20901,12063,122
20901,12876,172
20901,12877,152
20901,12878,385
20901,12879,47
20901,12880,220
20901,12881,29
20901,12882,278
20901,12883,13
20901,12884,168
20901,12886,85
20901,12887,4
20901,12888,85
20901,12889,4
20901,12890,60
20901,12895,3
20901,12938,2
20901,12940,2
20901,12942,19
20901,12943,125
20901,12944,134
20901,12946,96
20901,12948,61
20901,99999,970
20921,10014,190
20921,10240,2
20921,10241,1
20921,10247,24
20921,10611,105
20921,10615,21
20921,10617,71
20921,10618,9
20921,10625,1
20921,10626,26
20921,10628,23
20921,10629,11
20921,10630,41
20921,10631,13
20921,10633,2
20921,10634,81
20921,10635,10
20921,10636,41
20921,10638,8
20921,12060,18
20921,12062,37
20921,12198,6
20921,12700,20
20921,12701,1
20921,12702,8
20921,12703,4
20921,12704,2
20921,12706,15
20921,12708,46
20921,12710,2
20921,12713,2
20921,12718,50
20921,12720,45
20921,12722,31
20921,12724,25
20921,12726,16
20921,12728,12
20921,12733,11
20921,13086,42
20921,13087,1
20921,13088,12
20921,13090,7
20921,99999,71
21021,10076,51
21021,10101,28
21021,10325,34
21021,10331,47
21021,10334,3
21021,10421,21
21021,10424,3
21021,10425,1
21021,20054,5
21021,30101,1
21021,30279,21
21021,30280,30
21021,30281,13
21021,30282,7
21021,30283,6
21021,30286,5
21021,30289,15
21021,30290,10
21021,30956,6
21021,30965,60
21021,30991,2
21021,30992,18
21021,30994,3
21021,30996,5
21021,30998,11
21021,31046,23
21021,31047,1
21021,31048,29
21021,31050,12
21021,31052,25
21021,31055,67
21021,99999,17
21041,10036,1095
21041,10117,269
21041,10119,384
21041,10231,46
21041,10235,56
21041,10240,15
21041,12057,258
21041,12060,39
21041,12062,109
21041,12064,72
21041,12065,168
21041,12068,44
21041,12069,136
21041,12070,3
21041,12071,14
21041,40001,74
21041,40002,67
21041,40004,300
21041,40010,127
21041,40011,78
21041,40012,88
21041,40013,29
21041,40014,106
21041,40015,87
21041,40016,145
21041,40018,223
21041,40019,42
21041,40022,170
21041,40025,27
21041,40035,47
21041,40036,186
21041,40037,42
21041,40038,187
21041,40058,104
21041,40060,17
21041,40068,441
21041,40079,2
21041,40577,3
21041,40578,211
21041,40580,174
21041,40581,3
21041,40737,19
21041,40738,114
21041,40739,65
21041,99999,417
21051,10036,1158
21051,10117,342
21051,10119,506
21051,10231,88
21051,10235,67
21051,10240,21
21051,12057,257
21051,12060,55
21051,12062,93
21051,12064,89
21051,12065,237
21051,12068,38
21051,12069,149
21051,12070,5
21051,12071,12
21051,40001,71
21051,40002,84
21051,40004,295
21051,40009,577
21051,40010,230
21051,40011,129
21051,40012,84
21051,40013,51
21051,40014,116
21051,40015,143
21051,40016,160
21051,40018,273
21051,40019,55
21051,40022,230
21051,40025,69
21051,40035,43
21051,40036,215
21051,40037,176
21051,40038,202
21051,40241,10
21051,40242,49
21051,40243,2
21051,40244,41
21051,40245,11
21051,40246,339
21051,40391,1
21051,40392,89
21051,40395,1
21051,40396,93
21051,40404,145
21051,40405,255
21051,40795,60
21051,40796,117
21051,40797,2
21051,40798,138
21051,40800,90
21051,40802,30
21051,40812,70
21051,40813,1
21051,40814,51
21051,40816,71
21051,40817,1
21051,99999,55
21071,10036,23
21071,10117,13
21071,10119,15
21071,10231,4
21071,12057,18
21071,12060,2
21071,12062,2
21071,12064,3
21071,12065,9
21071,12068,7
21071,12069,10
21071,12070,1
21071,13163,13
21071,40137,12
21071,40140,3
21071,40142,18
21071,40143,1
21071,40145,1
21071,40146,14
21071,40178,7
21071,40180,2
21071,40181,1
21071,40182,1
21071,40184,1
21071,40272,54
21071,40300,6
21071,40363,7
21071,40364,4
21071,40370,2
21071,40372,4
21071,40374,9
21071,40380,11
21071,40382,9
21071,40712,2
21071,40720,2
21071,40722,3
21071,40726,2
21071,99999,25
21081,10093,94
21081,10121,1
21081,10211,149
21081,10224,14
21081,10226,2
21081,10228,6
21081,10231,14
21081,10233,9
21081,10611,61
21081,10615,10
21081,10617,24
21081,10618,5
21081,10626,16
21081,10628,40
21081,10629,4
21081,12058,59
21081,12062,27
21081,12576,5
21081,12578,45
21081,12579,3
21081,12580,37
21081,12582,31
21081,12584,20
21081,12586,47
21081,12588,17
21081,12589,127
21081,99999,41
21091,10092,48
21091,10211,139
21091,10224,6
21091,10226,3
21091,10231,12
21091,10235,14
21091,12058,42
21091,12061,42
21091,12062,31
21091,12063,11
21091,12199,11
21091,12200,29
21091,12201,5
21091,12202,50
21091,12203,3
21091,12204,117
21091,12205,3
21091,12206,60
21091,12207,2
21091,12208,79
21091,12209,1
21091,12210,47
21091,12211,4
21091,12212,66
21091,12214,106
21091,12613,2
21091,12614,1
21091,12615,16
21091,12617,9
21091,12620,5
21091,12621,10
21091,12631,12
21091,12635,59
21091,12637,41
21091,12689,19
21091,99999,16
21111,30012,739
21111,30334,1
21111,30335,10
21111,30336,22
21111,30338,70
21111,30339,11
21111,30340,6
21111,30341,13
21111,30342,2
21111,30344,12
21111,30931,1
21111,30932,319
21111,30934,116
21111,30935,137
21111,31271,17
21111,31273,1
21111,31279,92
21111,31280,2
21111,31281,79
21111,31282,69
21111,99999,183
21112,99999,1
21141,10323,30
21141,10329,83
21141,10332,4
21141,10334,6
21141,10338,5
21141,10415,31
21141,10424,5
21141,10428,4
21141,10430,6
21141,10441,1
21141,10443,4
21141,10447,11
21141,11874,3
21141,11891,11
21141,11892,4
21141,30013,326
21141,30229,2
21141,30231,2
21141,30233,7
21141,30237,2
21141,30243,2
21141,30245,5
21141,30253,38
21141,30255,11
21141,30256,4
21141,30260,7
21141,30266,3
21141,30268,2
21141,30270,9
21141,30272,24
21141,30335,4
21141,30336,13
21141,30338,20
21141,30339,2
21141,31271,22
21141,31272,8
21141,31279,35
21141,31280,1
21141,31281,52
21141,31282,16
21141,31467,21
21141,31468,50
21141,31469,1
21141,31470,17
21141,31472,12
21141,31474,70
21141,31476,42
21141,31477,8
21141,31478,14
21141,31479,2
21141,31488,22
21141,31490,61
21141,31491,1
21141,31492,98
21141,31496,17
21141,31498,5
21141,31500,2
21141,31502,33
21141,31545,1
21141,31546,7
21141,99999,99
21161,30005,93
21161,30018,1
21161,30019,4
21161,30020,13
21161,30022,13
21161,30023,3
21161,30024,4
21161,30026,16
21161,30028,31
21161,30029,11
21161,30030,34
21161,30031,3
21161,30032,9
21161,30125,19
21161,30126,1
21161,30127,1
21161,30128,2
21161,30129,7
21161,30130,1
21161,30131,16
21161,30132,1
21161,30133,8
21161,30134,24
21161,30136,23
21161,30229,1
21161,30231,1
21161,30233,1
21161,30245,2
21161,30253,6
21161,30254,1
21161,30256,3
21161,30258,1
21161,30260,5
21161,30270,5
21161,30272,8
21161,30423,7
21161,30425,3
21161,30427,1
21161,30428,1
21161,30436,8
21161,30437,17
21161,30461,1
21161,30462,13
21161,30464,34
21161,30472,3
21161,30473,1
21161,30474,6
21161,30475,18
21161,99999,28
21171,30038,3
21171,30040,1
21171,30042,17
21171,30043,1
21171,30044,1
21171,30045,3
21171,30046,11
21171,30047,12
21171,30048,10
21171,30049,4
21171,30050,8
21171,30052,11
21171,30053,3
21171,30054,6
21171,30055,3
21171,30056,5
21171,30057,24
21171,30060,9
21171,30063,7
21171,30067,4
21171,30511,16
21171,30709,1
21171,30710,39
21171,30712,43
21171,30713,2
21171,30716,14
21171,30726,11
21171,30727,129
21171,30730,8
21171,30732,1
21171,31552,90
21171,99999,148
21191,30005,108
21191,30134,20
21191,30136,45
21191,30179,14
21191,30181,4
21191,30183,2
21191,30185,4
21191,30187,1
21191,30202,1
21191,30204,6
21191,30206,15
21191,30208,11
21191,30210,29
21191,30212,13
21191,30220,31
21191,30221,8
21191,30222,52
21191,30223,4
21191,30224,27
21191,30225,1
21191,30226,12
21191,30227,1
21191,30228,11
21191,30231,1
21191,30233,4
21191,30237,1
21191,30245,2
21191,30253,7
21191,30256,1
21191,30260,1
21191,30268,2
21191,30270,5
21191,30272,3
21191,30412,1
21191,30421,12
21191,30423,9
21191,30425,1
21191,30427,1
21191,30461,3
21191,30462,9
21191,30463,2
21191,30464,7
21191,30472,10
21191,30474,2
21191,30475,24
21191,30477,3
21191,30484,1
21191,99999,36
21201,10031,359
21201,10101,104
21201,10102,2
21201,10103,56
21201,10105,81
21201,10126,46
21201,10322,61
21201,10325,57
21201,10328,47
21201,10332,19
21201,10333,57
21201,10334,47
21201,10338,17
21201,10423,54
21201,10424,8
21201,10425,1
21201,20053,115
21201,20055,5
21201,20056,109
21201,20057,70
21201,20058,2
21201,20060,164
21201,20144,24
21201,20145,60
21201,20146,29
21201,20147,54
21201,20148,2
21201,20149,11
21201,20151,67
21201,20152,125
21201,20153,252
21201,20154,132
21201,20155,25
21201,20157,19
21201,20158,21
21201,20159,31
21201,20161,142
21201,20162,37
21201,20163,22
21201,20165,163
21201,20166,21
21201,20167,24
21201,20170,107
21201,20185,11
21201,20186,21
21201,20192,104
21201,20260,97
21201,20310,100
21201,20311,11
21201,20312,62
21201,20313,12
21201,20326,30
21201,20327,6
21201,20328,63
21201,20329,11
21201,20334,117
21201,20335,47
21201,20339,29
21201,20340,3
21201,20341,6
21201,20352,28
21201,20353,6
21201,20354,36
21201,20355,3
21201,20356,72
21201,20357,6
21201,20358,20
21201,20359,3
21201,20360,13
21201,20361,9
21201,20362,16
21201,20363,4
21201,20366,13
21201,20367,2
21201,20368,14
21201,20369,4
21201,20384,17
21201,20385,5
21201,20395,28
21201,20396,5
21201,21092,1
21201,21094,42
21201,21095,5
21201,21096,1
21201,21097,1
21201,21114,32
21201,21116,59
21201,21194,5
21201,21196,1
21201,21198,24
21201,21985,1
21201,21986,6
21201,21987,4
21201,21988,37
21201,21989,5
21201,21991,17
21201,30101,6
21201,30279,219
21201,30280,214
21201,30281,61
21201,30282,37
21201,30283,37
21201,30284,2
21201,30286,17
21201,30289,111
21201,30290,28
21201,30955,21
21201,30956,17
21201,99999,346
21211,10031,1385
21211,10102,2
21211,10103,484
21211,10104,120
21211,10105,501
21211,10106,111
21211,10107,283
21211,10108,345
21211,10109,1057
21211,10110,112
21211,10111,133
21211,10423,135
21211,10424,15
21211,10425,10
21211,20051,2
21211,20053,196
21211,20055,4
21211,20057,168
21211,20060,213
21211,20134,145
21211,20144,152
21211,20145,101
21211,20146,151
21211,20147,124
21211,20148,23
21211,20149,28
21211,20151,144
21211,20152,307
21211,20153,668
21211,20154,368
21211,20155,31
21211,20157,35
21211,20158,79
21211,20159,44
21211,20161,241
21211,20162,109
21211,20163,40
21211,20165,389
21211,20166,125
21211,20167,44
21211,20170,273
21211,20185,57
21211,20186,81
21211,20192,257
21211,20260,348
21211,20310,305
21211,20311,26
21211,20312,148
21211,20313,10
21211,20326,70
21211,20327,14
21211,20328,182
21211,20329,12
21211,20334,333
21211,20335,24
21211,20339,1
21211,20352,105
21211,20353,6
21211,20354,141
21211,20355,13
21211,20356,337
21211,20357,24
21211,20358,102
21211,20359,13
21211,20360,80
21211,20361,15
21211,20362,41
21211,20363,19
21211,20366,27
21211,20367,24
21211,20368,59
21211,20369,17
21211,20384,99
21211,20385,52
21211,20395,87
21211,20396,3
21211,22050,71
21211,22051,46
21211,22052,47
21211,22053,26
21211,22054,10
21211,22055,2
21211,22190,394
21211,99999,358
21221,10049,151
21221,10101,100
21221,10322,2
21221,10327,68
21221,10328,5
21221,10332,4
21221,10333,79
21221,10334,9
21221,10338,3
21221,10423,25
21221,10424,6
21221,10425,3
21221,20051,3
21221,20053,50
21221,20055,1
21221,20057,64
21221,20059,8
21221,20060,26
21221,20062,29
21221,20063,29
21221,20065,27
21221,20066,71
21221,20067,8
21221,20068,128
21221,20069,27
21221,20070,127
21221,20134,36
21221,20321,14
21221,20334,63
21221,20335,4
21221,20336,11
21221,20337,1
21221,20338,19
21221,20401,101
21221,20402,2
21221,20403,53
21221,20404,6
21221,20409,99
21221,20410,6
21221,20411,19
21221,20412,4
21221,20413,23
21221,20414,3
21221,20415,4
21221,20416,48
21221,22051,12
21221,22053,8
21221,22057,5
21221,22058,1
21221,22192,85
21221,99999,80
21231,20965,38
21231,20966,8
21231,20968,8
21231,20969,1
21231,20972,9
21231,20974,9
21231,20975,2
21231,20976,2
21231,21001,1
21231,21002,8
21231,21004,6
21231,21020,5
21231,21022,5
21231,21024,1
21231,21029,2
21231,22143,72
21231,99999,55
21241,12061,5
21241,12200,4
21241,12202,4
21241,12204,4
21241,12206,2
21241,12208,7
21241,12210,3
21241,12212,1
21241,12214,5
21241,12216,7
21241,12218,5
21241,12220,8
21241,12538,7
21241,12540,10
21241,12748,9
21241,12750,3
21241,12752,4
21241,99999,28
21251,10046,1
21251,10101,113
21251,10327,89
21251,10328,1
21251,10331,107
21251,10332,9
21251,10334,7
21251,10338,20
21251,10423,61
21251,10424,9
21251,10425,5
21251,20051,1
21251,20053,57
21251,20055,1
21251,20057,184
21251,20059,11
21251,20060,59
21251,20062,17
21251,20063,43
21251,20064,1
21251,20065,128
21251,20066,56
21251,20067,13
21251,20068,73
21251,20069,232
21251,20070,112
21251,20134,38
21251,20676,8
21251,20677,2
21251,20678,19
21251,20679,3
21251,20680,32
21251,20681,4
21251,20682,235
21251,20683,19
21251,20701,4
21251,20702,55
21251,20718,83
21251,20720,94
21251,20721,6
21251,20854,78
21251,20856,159
21251,20858,120
21251,99999,474
21261,20003,7
21261,20065,15
21261,20067,4
21261,20068,38
21261,20069,46
21261,20070,58
21261,20153,72
21261,20157,6
21261,20158,3
21261,20159,7
21261,20161,11
21261,20162,4
21261,20166,1
21261,20199,2
21261,20200,4
21261,20201,12
21261,20202,12
21261,20203,11
21261,20204,8
21261,20205,10
21261,20206,23
21261,20207,8
21261,20208,18
21261,20209,9
21261,20211,1
21261,20214,22
21261,20676,7
21261,20678,8
21261,20684,7
21261,20686,8
21261,20688,10
21261,20696,13
21261,20698,31
21261,20699,21
21261,20704,9
21261,20706,2
21261,20707,11
21261,99999,145
21281,10048,446
21281,10101,217
21281,10322,7
21281,10327,140
21281,10328,2
21281,10331,163
21281,10332,3
21281,10334,9
21281,10338,13
21281,10423,86
21281,10424,2
21281,10425,5
21281,20053,150
21281,20055,2
21281,20057,211
21281,20059,29
21281,20060,57
21281,20062,25
21281,20063,145
21281,20065,125
21281,20066,72
21281,20067,39
21281,20068,123
21281,20069,82
21281,20070,113
21281,20071,26
21281,20072,14
21281,20073,23
21281,20074,34
21281,20077,17
21281,20078,18
21281,20079,16
21281,20080,20
21281,20081,48
21281,20082,29
21281,20083,10
21281,20084,20
21281,20085,176
21281,20086,153
21281,20087,58
21281,20091,24
21281,20092,38
21281,20093,8
21281,20094,41
21281,20095,39
21281,20096,108
21281,20097,2
21281,20098,34
21281,20134,36
21281,21381,7
21281,21382,11
21281,21383,4
21281,21384,14
21281,21385,5
21281,21386,42
21281,21387,5
21281,21388,37
21281,21394,11
21281,21396,20
21281,21524,49
21281,21525,60
21281,21526,21
21281,21527,64
21281,21528,117
21281,21529,10
21281,21530,67
21281,21531,2
21281,21532,72
21281,21533,3
21281,21534,45
21281,21535,2
21281,21536,37
21281,21537,1
21281,21540,26
21281,21542,60
21281,21543,2
21281,21546,103
21281,21547,3
21281,21548,33
21281,21550,97
21281,21552,200
21281,99999,387
21301,20020,149
21301,20053,29
21301,20054,1
21301,20055,1
21301,20056,66
21301,20057,22
21301,20060,172
21301,20144,35
21301,20145,6
21301,20146,26
21301,20147,8
21301,20148,1
21301,20149,2
21301,20150,31
21301,20151,6
21301,20153,51
21301,20156,87
21301,20157,3
21301,20159,2
21301,20160,23
21301,20161,7
21301,20164,21
21301,20168,45
21301,20185,3
21301,20188,25
21301,20190,82
21301,20260,2
21301,30004,210
21301,30137,25
21301,30139,3
21301,30229,1
21301,30231,2
21301,30233,10
21301,30235,1
21301,30243,1
21301,30245,2
21301,30253,64
21301,30254,5
21301,30255,2
21301,30256,3
21301,30258,1
21301,30260,19
21301,30264,1
21301,30266,6
21301,30268,2
21301,30270,20
21301,30272,15
21301,30279,100
21301,30280,16
21301,30281,29
21301,30282,20
21301,30283,34
21301,30284,1
21301,30286,1
21301,30289,47
21301,30290,13
21301,30955,6
21301,30956,9
21301,99999,176
21311,10046,1
21311,10101,30
21311,10322,2
21311,10325,18
21311,10328,1
21311,10331,71
21311,10334,9
21311,10338,2
21311,10423,23
21311,10424,6
21311,10425,1
21311,10426,1
21311,10428,5
21311,10429,15
21311,10430,32
21311,11887,24
21311,11888,3
21311,11889,18
21311,11890,8
21311,20040,2
21311,20041,22
21311,20042,2
21311,20045,1
21311,20046,10
21311,20047,8
21311,20048,9
21311,20049,1
21311,20050,1
21311,20051,1
21311,20052,1
21311,20054,1
21311,20055,1
21311,20056,66
21311,20057,74
21311,20059,11
21311,20060,60
21311,20062,5
21311,20063,24
21311,20064,1
21311,20065,29
21311,20066,41
21311,20067,7
21311,20068,97
21311,20069,119
21311,20070,108
21311,20676,7
21311,20678,23
21311,20680,24
21311,20682,135
21311,20697,1
21311,20699,82
21311,20704,18
21311,20705,1
21311,20706,9
21311,20707,61
21311,99999,172
21351,20001,187
21351,20153,102
21351,20155,4
21351,20157,8
21351,20158,4
21351,20159,8
21351,20161,53
21351,20162,4
21351,20166,6
21351,20199,6
21351,20200,9
21351,20201,23
21351,20202,12
21351,20203,19
21351,20204,8
21351,20205,38
21351,20206,8
21351,20207,10
21351,20208,41
21351,20209,17
21351,20211,1
21351,20212,3
21351,20214,37
21351,20426,9
21351,20428,9
21351,20430,9
21351,20431,4
21351,20432,18
21351,20433,4
21351,20434,11
21351,20439,4
21351,20440,12
21351,20441,2
21351,20442,13
21351,20443,7
21351,20444,30
21351,20449,5
21351,20450,41
21351,20451,2
21351,20452,35
21351,20453,3
21351,20454,13
21351,20455,26
21351,20456,99
21351,20457,3
21351,20458,13
21351,20462,1
21351,20464,2
21351,20468,143
21351,20469,4
21351,20483,16
21351,20490,3
21351,22230,8
21351,99999,131
21361,20004,320
21361,20153,254
21361,20154,1
21361,20155,3
21361,20157,9
21361,20158,6
21361,20159,18
21361,20161,80
21361,20162,5
21361,20166,5
21361,20199,20
21361,20200,8
21361,20201,70
21361,20202,27
21361,20203,62
21361,20204,22
21361,20205,66
21361,20206,23
21361,20207,36
21361,20208,51
21361,20209,33
21361,20214,50
21361,20482,146
21361,20626,37
21361,20627,287
21361,20628,50
21361,20629,1
21361,20630,42
21361,20631,13
21361,20632,18
21361,20633,6
21361,20634,14
21361,20636,29
21361,20637,1
21361,20639,1
21361,20640,61
21361,20642,15
21361,20643,3
21361,20645,2
21361,20657,27
21361,20659,34
21361,20661,31
21361,20663,48
21361,20672,74
21361,20673,1
21361,20730,68
21361,20731,1
21361,20732,177
21361,20734,85
21361,20736,68
21361,99999,349
21371,20002,150
21371,20153,188
21371,20155,3
21371,20157,16
21371,20158,9
21371,20159,12
21371,20161,52
21371,20162,5
21371,20166,1
21371,20199,12
21371,20200,4
21371,20201,30
21371,20202,22
21371,20203,37
21371,20204,18
21371,20205,43
21371,20206,20
21371,20207,21
21371,20208,45
21371,20209,8
21371,20212,1
21371,20214,77
21371,20426,14
21371,20428,15
21371,20483,9
21371,20490,12
21371,20492,11
21371,20493,5
21371,20494,76
21371,20495,6
21371,20496,47
21371,20543,10
21371,20544,155
21371,20545,1
21371,20546,67
21371,20547,1
21371,20548,50
21371,20550,69
21371,20552,22
21371,20554,10
21371,20555,20
21371,22230,2
21371,99999,200
21401,10053,500
21401,10101,276
21401,10322,1
21401,10327,214
21401,10328,3
21401,10332,5
21401,10333,277
21401,10334,31
21401,10338,10
21401,10423,130
21401,10424,5
21401,10425,12
21401,20051,4
21401,20053,194
21401,20055,4
21401,20057,358
21401,20059,49
21401,20060,118
21401,20062,62
21401,20063,89
21401,20066,136
21401,20134,111
21401,20482,274
21401,20626,74
21401,20627,321
21401,20628,91
21401,20630,118
21401,20631,24
21401,20632,45
21401,20633,19
21401,20634,38
21401,20635,1
21401,20636,55
21401,20638,3
21401,20639,1
21401,20640,162
21401,20642,52
21401,20643,4
21401,20645,1
21401,20657,72
21401,20659,120
21401,20660,1
21401,20661,84
21401,20662,4
21401,20663,87
21401,20672,228
21401,20673,3
21401,20729,2
21401,20730,145
21401,20731,1
21401,20732,256
21401,20733,2
21401,20734,172
21401,20735,2
21401,20736,204
21401,99999,335
21471,10052,135
21471,10101,84
21471,10325,76
21471,10328,3
21471,10332,2
21471,10333,64
21471,10334,12
21471,10338,5
21471,10423,33
21471,10424,8
21471,10425,2
21471,20053,73
21471,20054,1
21471,20055,2
21471,20056,100
21471,20057,153
21471,20059,15
21471,20060,185
21471,20062,21
21471,20063,54
21471,20064,2
21471,20066,46
21471,20482,131
21471,20483,7
21471,20484,38
21471,20485,9
21471,20570,167
21471,20571,4
21471,20572,111
21471,20573,2
21471,20574,182
21471,20575,1
21471,20576,148
21471,20577,2
21471,20580,321
21471,30101,8
21471,30279,161
21471,30280,155
21471,30281,59
21471,30282,57
21471,30283,37
21471,30284,3
21471,30286,15
21471,30289,37
21471,30290,34
21471,30955,12
21471,30956,14
21471,99999,137
21481,10052,235
21481,10101,165
21481,10322,5
21481,10325,143
21481,10328,2
21481,10331,159
21481,10332,10
21481,10334,18
21481,10338,15
21481,10423,85
21481,10424,6
21481,10425,4
21481,20053,146
21481,20054,6
21481,20055,1
21481,20056,110
21481,20057,311
21481,20059,12
21481,20060,185
21481,20061,2
21481,20062,21
21481,20066,64
21481,20425,248
21481,20426,10
21481,20427,14
21481,20428,25
21481,20490,28
21481,20491,7
21481,20564,108
21481,20565,4
21481,20566,42
21481,20581,6
21481,20582,147
21481,20593,2
21481,20594,136
21481,20595,8
21481,20597,12
21481,20598,65
21481,20599,1
21481,20600,79
21481,20601,1
21481,20602,198
21481,20603,2
21481,20604,2
21481,20606,108
21481,20608,100
21481,20610,27
21481,20611,48
21481,30101,15
21481,30279,302
21481,30280,184
21481,30281,107
21481,30282,70
21481,30283,64
21481,30284,2
21481,30286,22
21481,30289,85
21481,30290,48
21481,30955,15
21481,30956,34
21481,99999,386
21491,21128,2
21491,21132,12
21491,21133,24
21491,21136,3
21491,21138,11
21491,21158,1
21491,21171,1
21491,21172,93
21491,21174,22
21491,21176,53
21491,21178,76
21491,21180,16
21491,21181,32
21491,21202,29
21491,21215,7
21491,21217,3
21491,21221,4
21491,99999,656
21521,10015,2727
21521,10240,5
21521,10241,25
21521,10246,63
21521,10248,5
21521,10249,1
21521,10253,4
21521,10611,682
21521,10612,49
21521,10615,138
21521,10616,123
21521,10617,392
21521,10618,101
21521,10625,33
21521,10626,74
21521,10628,207
21521,10629,94
21521,10630,174
21521,10631,100
21521,10632,6
21521,10633,130
21521,10634,329
21521,10635,132
21521,10636,192
21521,10637,11
21521,10638,24
21521,10639,111
21521,10640,228
21521,10641,11
21521,10642,2
21521,10651,4
21521,10652,13
21521,10654,4
21521,10656,113
21521,10657,58
21521,10659,4
21521,10660,4
21521,10661,19
21521,10662,14
21521,10663,14
21521,10664,500
21521,10665,21
21521,12876,172
21521,12877,150
21521,12878,540
21521,12879,36
21521,12880,247
21521,12881,17
21521,12882,255
21521,12883,25
21521,12884,176
21521,12886,98
21521,12887,4
21521,12888,114
21521,12889,2
21521,12890,88
21521,12893,1
21521,12938,3
21521,12942,21
21521,12943,110
21521,12944,166
21521,12946,133
