HAT_KODU,DURAK_ID,BINIS_SAYISI
20271,10014,892
20271,10240,5
20271,10241,10
20271,10253,3
20271,10611,333
20271,10615,47
20271,10617,198
20271,10618,20
20271,10625,13
20271,10626,36
20271,10628,68
20271,10629,40
20271,10630,53
20271,10631,15
20271,10632,4
20271,12060,29
20271,12062,64
20271,12596,2
20271,12597,136
20271,12598,82
20271,12599,61
20271,12600,36
20271,12601,45
20271,12602,51
20271,12604,252
20271,12605,42
20271,12607,43
20271,12818,206
20271,12819,1
20271,12820,184
20271,12821,4
20271,12822,2
20271,12824,306
20271,12826,1
20271,12828,33
20271,12829,3
20271,12830,3
20271,12833,241
20271,12846,98
20271,12847,3
20271,99999,1957
20281,50371,13
20281,50700,2
20281,99999,1
20291,10005,1571
20291,10240,5
20291,10241,20
20291,12059,1012
20291,12060,61
20291,12116,4
20291,12117,9
20291,12118,355
20291,12119,2
20291,12120,32
20291,12121,21
20291,12122,430
20291,12123,5
20291,12124,250
20291,12125,10
20291,12126,18
20291,12127,6
20291,12129,384
20291,99999,224
20301,10005,1283
20301,10240,5
20301,10241,28
20301,12059,828
20301,12060,38
20301,12116,3
20301,12117,7
20301,12118,308
20301,12119,1
20301,12121,7
20301,12126,6
20301,12136,52
20301,12137,2
20301,12138,141
20301,12139,2
20301,12140,285
20301,12142,500
20301,99999,253
20321,10093,50
20321,10213,60
20321,10224,8
20321,10225,101
20321,10226,4
20321,10228,11
20321,10231,8
20321,10235,12
20321,12059,85
20321,12116,3
20321,12117,2
20321,12118,41
20321,12119,2
20321,12121,3
20321,12147,2
20321,12148,15
20321,12150,42
20321,12152,27
20321,12154,24
20321,12156,9
20321,12157,2
20321,12158,17
20321,12159,10
20321,99999,65
20331,10007,1805
20331,10240,1
20331,10241,31
20331,12059,902
20331,12060,52
20331,12079,7
20331,12080,20
20331,12081,7
20331,12082,42
20331,12083,1
20331,12084,88
20331,12085,39
20331,12086,166
20331,12087,7
20331,12088,111
20331,12089,6
20331,12091,6
20331,12092,3
20331,12094,24
20331,12098,402
20331,12100,80
20331,99999,521
20341,10066,946
20341,10119,1
20341,10123,461
20341,10128,13
20341,10356,5
20341,10357,99
20341,10358,53
20341,10361,184
20341,10572,103
20341,10573,11
20341,10574,72
20341,10575,48
20341,10576,11
20341,10577,36
20341,10578,5
20341,10579,38
20341,10580,36
20341,10581,20
20341,12042,145
20341,12043,1
20341,41094,119
20341,41095,212
20341,41096,1
20341,41097,55
20341,41102,3
20341,41103,96
20341,41104,1
20341,41105,47
20341,41106,3
20341,41107,68
20341,41114,24
20341,41115,469
